age_s,dmarried_s,empl_06,salary_06,profit_06,tenure_06,days_06,hours_06,contract_06,dformal_06,educ_s,city,age_lb,dmarried_lb,empl_04,salary_04,profit_04,days_04,hours_04,contract_04,dformal_04,educ_lb,select,pempl_06,pempl_04,dcontinue,codigo_ecap,codigo_curs,dwomen,p_selecap
23.0,1.0,1.0,408000.0,0.0,2.6,26.0,48.0,1.0,1.0,11.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,36.0,83240110.0,1.0,0.7352941
23.0,0.0,1.0,64000.0,0.0,19.033333,4.0,6.0,0.0,0.0,11.0,2.0,22.0,0.0,1.0,150000.0,0.0,26.0,87.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,36.0,63720005.0,1.0,0.7352941
23.0,0.0,1.0,65000.0,0.0,3.4666667,26.0,48.0,0.0,0.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,36.0,13210005.0,0.0,0.7352941
25.0,1.0,1.0,450000.0,0.0,13.766666,22.0,48.0,1.0,1.0,11.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,13210005.0,0.0,0.7352941
20.0,0.0,1.0,260000.0,0.0,1.8666667,26.0,48.0,0.0,0.0,11.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,36.0,33110025.0,0.0,0.7352941
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,24.0,1.0,1.0,84000.0,0.0,20.0,30.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,36.0,13120015.0,1.0,0.7352941
23.0,0.0,1.0,0.0,700000.0,67.4,20.0,35.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,0.0,0.0,20.0,60.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,36.0,63720005.0,1.0,0.7352941
24.0,1.0,1.0,165600.0,0.0,8.1,12.0,27.0,0.0,0.0,11.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,36.0,63730030.0,1.0,0.7352941
20.0,0.0,1.0,200000.0,0.0,9.5,30.0,54.0,0.0,0.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,13310010.0,0.0,0.7352941
22.0,0.0,1.0,420000.0,0.0,12.6,30.0,84.0,0.0,0.0,11.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,83210005.0,1.0,0.7352941
22.0,0.0,1.0,408000.0,0.0,7.4333334,26.0,48.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,0.0,0.0,26.0,48.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,83240110.0,1.0,0.7352941
24.0,1.0,1.0,440000.0,0.0,8.466666,20.0,35.0,0.0,0.0,5.0,2.0,23.0,1.0,1.0,150000.0,0.0,22.0,40.0,0.0,0.0,5.0,selected,1.0,1.0,1.0,36.0,66410510.0,1.0,0.7352941
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,selected,0.0,0.0,1.0,36.0,66410510.0,1.0,0.7352941
25.0,0.0,1.0,408000.0,0.0,11.4,30.0,84.0,0.0,1.0,11.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,36.0,83210005.0,0.0,0.7352941
23.0,0.0,1.0,260000.0,0.0,16.8,26.0,48.0,0.0,0.0,11.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,13120070.0,1.0,0.7352941
21.0,0.0,1.0,408000.0,0.0,3.7666667,30.0,84.0,1.0,1.0,12.0,2.0,20.0,0.0,1.0,210000.0,0.0,26.0,48.0,0.0,1.0,11.0,control,1.0,1.0,1.0,36.0,83210005.0,0.0,0.7352941
22.0,0.0,1.0,200000.0,0.0,2.9666667,16.0,28.0,0.0,0.0,10.0,2.0,20.0,0.0,1.0,358000.0,0.0,26.0,48.0,0.0,1.0,10.0,selected,1.0,1.0,1.0,36.0,13120070.0,0.0,0.7352941
21.0,0.0,1.0,408000.0,0.0,3.8333333,30.0,48.0,0.0,0.0,11.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,63730030.0,1.0,0.7352941
21.0,0.0,1.0,408000.0,0.0,1.5333333,24.0,72.0,1.0,1.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,control,1.0,0.0,1.0,36.0,13120040.0,1.0,0.7352941
24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,selected,0.0,0.0,1.0,36.0,63730030.0,1.0,0.7352941
23.0,0.0,1.0,340000.0,0.0,5.233333,20.0,60.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,0.0,30000.0,5.0,5.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,36.0,93820020.0,1.0,0.7352941
22.0,0.0,1.0,408000.0,0.0,8.366667,30.0,56.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,210000.0,0.0,15.0,32.0,0.0,0.0,11.0,control,1.0,1.0,1.0,36.0,63720005.0,1.0,0.7352941
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,control,0.0,0.0,1.0,36.0,13310010.0,1.0,0.7352941
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,23.0,0.0,1.0,330000.0,0.0,22.0,40.0,0.0,0.0,8.0,selected,0.0,1.0,1.0,36.0,13120040.0,1.0,0.7352941
22.0,0.0,1.0,408000.0,0.0,3.9,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,300000.0,0.0,30.0,91.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,36.0,93820020.0,0.0,0.7352941
22.0,0.0,1.0,408000.0,0.0,16.033333,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,215000.0,0.0,26.0,45.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,36.0,93820020.0,0.0,0.7352941
23.0,0.0,1.0,450000.0,0.0,2.2333333,26.0,54.0,1.0,1.0,11.0,2.0,22.0,0.0,1.0,0.0,0.0,30.0,70.0,0.0,0.0,7.0,selected,1.0,0.0,1.0,36.0,13120005.0,1.0,0.7352941
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,36.0,13410165.0,1.0,0.7352941
21.0,0.0,1.0,408000.0,0.0,3.9666667,28.0,63.0,1.0,1.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,36.0,13120070.0,1.0,0.7352941
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,358000.0,0.0,24.0,54.0,0.0,0.0,11.0,control,0.0,1.0,1.0,36.0,13210005.0,1.0,0.7352941
24.0,0.0,1.0,96000.0,0.0,11.033334,8.0,24.0,0.0,0.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,93820020.0,0.0,0.7352941
22.0,0.0,1.0,408000.0,0.0,10.766666,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,600000.0,0.0,22.0,77.0,0.0,0.0,8.0,selected,1.0,1.0,1.0,36.0,66410510.0,0.0,0.7352941
22.0,0.0,1.0,408000.0,0.0,3.5333333,26.0,60.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,381500.0,0.0,30.0,56.0,1.0,0.0,11.0,selected,1.0,1.0,1.0,36.0,13120005.0,1.0,0.7352941
28.0,0.0,1.0,200000.0,0.0,171.56667,30.0,72.0,0.0,0.0,11.0,2.0,26.0,0.0,1.0,0.0,0.0,24.0,72.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,93820020.0,1.0,0.7352941
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,36.0,93820020.0,1.0,0.7352941
21.0,0.0,1.0,240000.0,0.0,4.766667,20.0,30.0,0.0,0.0,11.0,2.0,19.0,0.0,1.0,0.0,150000.0,30.0,70.0,0.0,0.0,9.0,control,1.0,0.0,1.0,36.0,66410510.0,0.0,0.7352941
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,36.0,13120070.0,1.0,0.7352941
23.0,0.0,1.0,280000.0,0.0,13.566667,20.0,40.0,0.0,0.0,14.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,36.0,63720005.0,1.0,0.7352941
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,control,0.0,0.0,1.0,36.0,83210005.0,0.0,0.7352941
22.0,0.0,1.0,408000.0,0.0,15.2,26.0,54.0,1.0,0.0,9.0,2.0,20.0,0.0,1.0,358000.0,0.0,28.0,56.0,0.0,0.0,8.0,selected,1.0,1.0,1.0,36.0,13210005.0,0.0,0.7352941
20.0,1.0,1.0,360000.0,0.0,2.2,30.0,91.0,0.0,0.0,11.0,2.0,19.0,1.0,1.0,400000.0,0.0,20.0,40.0,0.0,0.0,11.0,control,1.0,1.0,1.0,36.0,13310010.0,1.0,0.7352941
25.0,1.0,1.0,408000.0,0.0,7.5666666,26.0,56.0,1.0,1.0,11.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,13120070.0,1.0,0.7352941
22.0,0.0,1.0,100000.0,0.0,21.333334,24.0,36.0,0.0,0.0,11.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,36.0,83240110.0,0.0,0.7352941
25.0,0.0,1.0,408000.0,0.0,15.333333,22.0,48.0,1.0,1.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,37.0,33110025.0,1.0,0.75
24.0,0.0,1.0,0.0,300000.0,11.366667,8.0,20.0,0.0,0.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,37.0,33120010.0,0.0,0.75
23.0,0.0,1.0,600000.0,0.0,2.9333334,28.0,84.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,358000.0,0.0,30.0,90.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,37.0,33110025.0,1.0,0.75
20.0,0.0,1.0,408000.0,0.0,2.3333333,30.0,70.0,0.0,0.0,11.0,2.0,18.0,0.0,1.0,25000.0,0.0,20.0,35.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,37.0,33120010.0,1.0,0.75
20.0,0.0,1.0,100000.0,0.0,4.3,20.0,30.0,0.0,0.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,37.0,33110025.0,1.0,0.75
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,24.0,0.0,1.0,200000.0,0.0,22.0,40.0,0.0,0.0,11.0,control,0.0,1.0,1.0,37.0,33110025.0,1.0,0.75
24.0,0.0,1.0,700000.0,0.0,6.5666666,15.0,84.0,1.0,0.0,11.0,2.0,22.0,1.0,1.0,358000.0,0.0,24.0,60.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,37.0,33110025.0,1.0,0.75
23.0,0.0,1.0,408000.0,0.0,8.4,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,358000.0,0.0,30.0,77.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,37.0,33110025.0,1.0,0.75
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,0.0,0.0,22.0,40.0,0.0,0.0,11.0,control,0.0,0.0,1.0,37.0,33120010.0,0.0,0.75
20.0,0.0,1.0,119000.0,0.0,12.066667,15.0,48.0,0.0,0.0,11.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,control,1.0,0.0,1.0,37.0,33110025.0,1.0,0.75
23.0,0.0,1.0,408000.0,0.0,15.9,20.0,48.0,1.0,1.0,11.0,2.0,22.0,0.0,1.0,358000.0,0.0,20.0,50.0,0.0,0.0,11.0,control,1.0,1.0,1.0,37.0,33120010.0,1.0,0.75
26.0,0.0,1.0,408000.0,0.0,1.8,26.0,48.0,1.0,1.0,11.0,2.0,25.0,0.0,1.0,358000.0,0.0,30.0,56.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,37.0,33120010.0,0.0,0.75
24.0,0.0,1.0,0.0,250000.0,22.133333,16.0,32.0,0.0,0.0,5.0,2.0,23.0,0.0,1.0,0.0,200000.0,15.0,24.0,0.0,0.0,11.0,control,0.0,0.0,1.0,37.0,33120010.0,0.0,0.75
24.0,0.0,1.0,70000.0,0.0,3.3,22.0,25.0,0.0,0.0,11.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,37.0,33110025.0,1.0,0.75
24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,22.0,0.0,1.0,200000.0,0.0,26.0,60.0,0.0,0.0,11.0,control,0.0,1.0,1.0,37.0,33120010.0,1.0,0.75
23.0,0.0,1.0,312000.0,0.0,38.5,26.0,6.0,0.0,0.0,11.0,2.0,22.0,0.0,1.0,0.0,0.0,26.0,80.0,0.0,0.0,11.0,control,1.0,0.0,1.0,37.0,33120010.0,1.0,0.75
22.0,0.0,1.0,150000.0,0.0,2.0666666,15.0,60.0,0.0,0.0,11.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,37.0,33110025.0,0.0,0.75
22.0,0.0,1.0,120000.0,0.0,3.8666666,10.0,50.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,381500.0,0.0,24.0,56.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,38.0,66310065.0,1.0,0.57251906
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,control,0.0,0.0,1.0,38.0,66310005.0,1.0,0.57251906
24.0,1.0,1.0,55000.0,0.0,3.4333334,26.0,48.0,0.0,0.0,10.0,2.0,22.0,1.0,1.0,0.0,150000.0,20.0,50.0,0.0,0.0,7.0,selected,1.0,0.0,1.0,38.0,66310005.0,1.0,0.57251906
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,24.0,0.0,1.0,120000.0,0.0,26.0,42.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,38.0,66310065.0,1.0,0.57251906
26.0,1.0,1.0,442000.0,0.0,3.4666667,26.0,60.0,0.0,0.0,9.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,control,1.0,0.0,1.0,38.0,66310005.0,1.0,0.57251906
23.0,0.0,1.0,408000.0,0.0,0.96666664,26.0,48.0,1.0,1.0,10.0,2.0,22.0,0.0,1.0,0.0,500000.0,28.0,42.0,0.0,0.0,9.0,selected,1.0,0.0,1.0,38.0,66310005.0,0.0,0.57251906
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,38.0,66310065.0,1.0,0.57251906
22.0,0.0,1.0,240000.0,0.0,18.7,30.0,56.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,0.0,0.0,30.0,63.0,0.0,0.0,9.0,control,1.0,0.0,1.0,38.0,66310065.0,1.0,0.57251906
25.0,0.0,1.0,680000.0,0.0,12.966666,26.0,48.0,1.0,1.0,11.0,2.0,23.0,0.0,1.0,450000.0,0.0,30.0,84.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,38.0,66310005.0,0.0,0.57251906
22.0,0.0,1.0,80000.0,0.0,68.0,4.0,5.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,320000.0,0.0,30.0,84.0,1.0,0.0,5.0,control,1.0,1.0,1.0,38.0,66310065.0,1.0,0.57251906
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,24.0,0.0,1.0,0.0,80000.0,26.0,36.0,0.0,0.0,5.0,control,0.0,0.0,1.0,38.0,66310005.0,1.0,0.57251906
25.0,0.0,1.0,250000.0,0.0,2.4333334,26.0,24.0,0.0,0.0,11.0,2.0,24.0,0.0,1.0,100000.0,0.0,22.0,15.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,38.0,66310065.0,1.0,0.57251906
22.0,1.0,1.0,350000.0,0.0,4.7,26.0,24.0,0.0,0.0,11.0,2.0,20.0,0.0,1.0,250000.0,0.0,20.0,30.0,0.0,0.0,11.0,control,1.0,1.0,1.0,38.0,66310005.0,1.0,0.57251906
26.0,0.0,1.0,408000.0,0.0,13.033334,26.0,48.0,1.0,1.0,6.0,2.0,24.0,0.0,1.0,160000.0,0.0,12.0,30.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,38.0,66310005.0,1.0,0.57251906
24.0,1.0,1.0,408000.0,0.0,14.4,26.0,48.0,1.0,1.0,11.0,2.0,22.0,0.0,1.0,100000.0,0.0,16.0,84.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,38.0,66310065.0,0.0,0.57251906
27.0,1.0,1.0,381500.0,0.0,4.5666666,30.0,56.0,1.0,1.0,5.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,selected,1.0,0.0,1.0,39.0,66410005.0,1.0,0.0
22.0,0.0,1.0,381500.0,0.0,4.1,28.0,48.0,1.0,1.0,11.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,selected,1.0,0.0,1.0,39.0,66410005.0,1.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,20.0,0.0,1.0,200000.0,0.0,20.0,20.0,0.0,0.0,7.0,selected,0.0,1.0,1.0,39.0,66410005.0,0.0,0.0
24.0,0.0,1.0,280000.0,0.0,1.8666667,20.0,48.0,0.0,0.0,9.0,2.0,23.0,0.0,1.0,300000.0,0.0,20.0,40.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,39.0,66430005.0,1.0,0.0
26.0,0.0,1.0,381500.0,0.0,4.5666666,26.0,48.0,1.0,1.0,11.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,39.0,66430005.0,1.0,0.0
24.0,0.0,1.0,610000.0,0.0,10.466666,26.0,48.0,1.0,1.0,7.0,2.0,22.0,0.0,1.0,128000.0,0.0,16.0,56.0,0.0,0.0,8.0,selected,1.0,1.0,1.0,39.0,66430005.0,0.0,0.0
19.0,1.0,1.0,240000.0,0.0,8.6,30.0,91.0,0.0,0.0,8.0,2.0,18.0,0.0,1.0,450000.0,0.0,26.0,72.0,0.0,0.0,8.0,control,1.0,1.0,1.0,40.0,76140005.0,1.0,0.75
27.0,1.0,1.0,240000.0,0.0,22.833334,12.0,24.0,0.0,0.0,11.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,40.0,76140005.0,1.0,0.75
21.0,0.0,1.0,408000.0,0.0,4.8,26.0,48.0,0.0,0.0,10.0,2.0,19.0,0.0,1.0,358000.0,0.0,26.0,44.0,1.0,0.0,9.0,selected,1.0,1.0,1.0,41.0,83510005.0,0.0,0.0
20.0,0.0,1.0,320000.0,0.0,2.5666666,16.0,32.0,0.0,0.0,11.0,2.0,19.0,0.0,1.0,265000.0,0.0,26.0,42.0,1.0,0.0,11.0,selected,1.0,1.0,1.0,41.0,93920010.0,0.0,0.0
25.0,1.0,1.0,408000.0,0.0,9.466666,24.0,66.0,1.0,1.0,10.0,2.0,24.0,1.0,1.0,358000.0,0.0,24.0,48.0,1.0,1.0,10.0,selected,1.0,1.0,1.0,41.0,84410005.0,1.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,control,0.0,0.0,1.0,41.0,83510005.0,0.0,0.0
22.0,0.0,1.0,290000.0,0.0,3.1333334,30.0,84.0,0.0,0.0,5.0,2.0,20.0,0.0,1.0,210000.0,0.0,30.0,70.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,41.0,84410005.0,1.0,0.0
26.0,0.0,1.0,800000.0,0.0,10.1,26.0,48.0,0.0,0.0,7.0,2.0,24.0,1.0,1.0,0.0,420000.0,30.0,49.0,0.0,0.0,6.0,selected,1.0,0.0,1.0,41.0,84410005.0,0.0,0.0
23.0,0.0,1.0,408000.0,0.0,3.2666667,26.0,48.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,100000.0,0.0,20.0,25.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,41.0,83510005.0,0.0,0.0
22.0,0.0,1.0,240000.0,0.0,2.9,26.0,48.0,0.0,0.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,41.0,83510005.0,1.0,0.0
25.0,0.0,1.0,300000.0,0.0,1.5,30.0,91.0,0.0,0.0,6.0,2.0,23.0,0.0,1.0,250000.0,0.0,30.0,77.0,0.0,0.0,5.0,selected,1.0,1.0,1.0,41.0,83510005.0,0.0,0.0
23.0,0.0,1.0,0.0,100000.0,7.133333,24.0,60.0,0.0,0.0,11.0,2.0,22.0,0.0,1.0,358000.0,0.0,20.0,48.0,1.0,0.0,11.0,control,0.0,1.0,1.0,48.0,13540015.0,0.0,0.0
25.0,0.0,1.0,286000.0,0.0,2.7333333,28.0,70.0,0.0,0.0,9.0,2.0,23.0,0.0,1.0,0.0,70000.0,28.0,14.0,0.0,0.0,9.0,selected,1.0,0.0,1.0,42.0,13120005.0,1.0,0.7875
24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,22.0,1.0,1.0,0.0,150000.0,20.0,50.0,0.0,0.0,6.0,selected,0.0,0.0,1.0,42.0,84210035.0,0.0,0.7875
22.0,0.0,1.0,408000.0,0.0,3.6333334,26.0,48.0,0.0,0.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,42.0,84210035.0,0.0,0.7875
20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,18.0,0.0,1.0,360000.0,0.0,24.0,50.0,0.0,0.0,9.0,selected,0.0,1.0,1.0,42.0,13120005.0,1.0,0.7875
22.0,0.0,1.0,250000.0,0.0,45.8,30.0,80.0,0.0,0.0,7.0,2.0,20.0,0.0,1.0,0.0,90000.0,30.0,14.0,0.0,0.0,7.0,selected,1.0,0.0,1.0,42.0,84210035.0,1.0,0.7875
21.0,1.0,1.0,0.0,0.0,0.73333335,22.0,48.0,0.0,0.0,11.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,42.0,13120005.0,1.0,0.7875
23.0,0.0,1.0,650000.0,0.0,0.0,30.0,56.0,1.0,1.0,11.0,2.0,21.0,0.0,1.0,60000.0,0.0,24.0,60.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,42.0,13120005.0,1.0,0.7875
23.0,0.0,1.0,408000.0,0.0,13.833333,26.0,48.0,1.0,1.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,42.0,84210035.0,1.0,0.7875
20.0,0.0,1.0,600000.0,0.0,1.1,30.0,70.0,1.0,0.0,14.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,selected,1.0,0.0,1.0,42.0,13120005.0,0.0,0.7875
22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,control,0.0,0.0,1.0,42.0,84210035.0,1.0,0.7875
22.0,1.0,1.0,408000.0,0.0,13.833333,26.0,48.0,1.0,1.0,8.0,2.0,20.0,1.0,1.0,300000.0,0.0,30.0,77.0,0.0,1.0,8.0,selected,1.0,1.0,1.0,42.0,84210035.0,0.0,0.7875
24.0,0.0,1.0,550000.0,0.0,6.5333333,30.0,54.0,1.0,1.0,7.0,2.0,23.0,0.0,1.0,381500.0,0.0,24.0,48.0,1.0,1.0,7.0,control,1.0,1.0,1.0,42.0,84210035.0,0.0,0.7875
25.0,0.0,1.0,381500.0,0.0,9.666667,26.0,48.0,0.0,0.0,11.0,2.0,23.0,0.0,1.0,358000.0,0.0,26.0,48.0,0.0,0.0,11.0,control,1.0,1.0,1.0,42.0,13120005.0,0.0,0.7875
25.0,1.0,1.0,408000.0,0.0,15.066667,26.0,48.0,1.0,1.0,11.0,2.0,23.0,1.0,1.0,180000.0,0.0,20.0,70.0,0.0,0.0,11.0,control,1.0,1.0,1.0,42.0,13120005.0,1.0,0.7875
22.0,0.0,1.0,520000.0,0.0,15.4,28.0,56.0,1.0,1.0,11.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,42.0,13120005.0,1.0,0.7875
23.0,0.0,1.0,0.0,200000.0,43.366665,25.0,40.0,0.0,0.0,11.0,2.0,21.0,0.0,1.0,0.0,300000.0,24.0,36.0,0.0,0.0,11.0,control,0.0,0.0,1.0,42.0,13120005.0,1.0,0.7875
25.0,0.0,1.0,370000.0,0.0,0.26666668,22.0,42.0,1.0,1.0,11.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,42.0,13120005.0,1.0,0.7875
25.0,1.0,1.0,300000.0,0.0,12.666667,5.0,40.0,0.0,0.0,11.0,2.0,24.0,0.0,1.0,250000.0,0.0,22.0,40.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,43.0,13540015.0,1.0,0.0
