age_s,dmarried_s,empl_06,salary_06,profit_06,tenure_06,days_06,hours_06,contract_06,dformal_06,educ_s,city,age_lb,dmarried_lb,empl_04,salary_04,profit_04,days_04,hours_04,contract_04,dformal_04,educ_lb,select,pempl_06,pempl_04,dcontinue,codigo_ecap,codigo_curs,dwomen,p_selecap
22.0,0.0,1.0,0.0,240000.0,15.233334,22.0,84.0,0.0,0.0,5.0,1.0,20.0,0.0,1.0,0.0,120000.0,24.0,60.0,0.0,0.0,6.0,control,0.0,0.0,1.0,1.0,63520505.0,0.0,0.6666667
22.0,0.0,1.0,116000.0,0.0,1.8666667,10.0,14.0,0.0,0.0,9.0,1.0,20.0,0.0,1.0,300000.0,0.0,15.0,30.0,0.0,0.0,10.0,control,1.0,1.0,1.0,1.0,66120005.0,0.0,0.6666667
24.0,0.0,1.0,650000.0,0.0,1.8666667,28.0,91.0,0.0,0.0,10.0,1.0,23.0,0.0,1.0,210000.0,0.0,30.0,70.0,0.0,0.0,10.0,control,1.0,1.0,1.0,1.0,66120005.0,0.0,0.6666667
24.0,0.0,1.0,408000.0,0.0,0.1,28.0,48.0,0.0,0.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,63520505.0,0.0,0.6666667
25.0,0.0,1.0,0.0,70000.0,12.433333,20.0,16.0,0.0,0.0,11.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,1.0,63520505.0,1.0,0.6666667
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
23.0,0.0,1.0,408000.0,0.0,12.6,28.0,56.0,1.0,1.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,1.0,66120005.0,1.0,0.6666667
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,66120005.0,1.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,control,0.0,0.0,1.0,1.0,63520505.0,1.0,0.6666667
25.0,1.0,1.0,0.0,400000.0,13.1,16.0,28.0,0.0,0.0,11.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,63520505.0,0.0,0.6666667
20.0,0.0,1.0,220000.0,0.0,5.9,28.0,84.0,0.0,0.0,11.0,1.0,19.0,0.0,1.0,80000.0,0.0,22.0,48.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,1.0,66120005.0,1.0,0.6666667
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,66120005.0,1.0,0.6666667
20.0,0.0,1.0,360000.0,0.0,0.96666664,26.0,48.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,1.0,66120005.0,0.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
20.0,0.0,1.0,260000.0,0.0,2.9,28.0,70.0,0.0,0.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,1.0,63520505.0,0.0,0.6666667
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
20.0,0.0,1.0,140000.0,0.0,14.233334,15.0,40.0,0.0,0.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,1.0,66120005.0,0.0,0.6666667
22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,control,0.0,0.0,1.0,1.0,63520505.0,1.0,0.6666667
26.0,1.0,1.0,0.0,150000.0,5.1666665,20.0,35.0,0.0,0.0,11.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
22.0,0.0,1.0,100000.0,0.0,0.13333334,16.0,55.0,0.0,0.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
25.0,0.0,1.0,0.0,0.0,13.0,12.0,12.0,0.0,0.0,14.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,control,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,control,0.0,0.0,1.0,1.0,63520505.0,1.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,1.0,63520505.0,1.0,0.6666667
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,1.0,33110020.0,1.0,0.6666667
23.0,0.0,1.0,408000.0,0.0,11.733334,26.0,48.0,1.0,1.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,1.0,66120005.0,0.0,0.6666667
21.0,0.0,1.0,0.0,100000.0,42.733334,15.0,14.0,0.0,0.0,11.0,1.0,19.0,0.0,1.0,0.0,100000.0,20.0,48.0,0.0,0.0,11.0,control,0.0,0.0,1.0,2.0,13140010.0,0.0,0.6818182
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,2.0,13140010.0,1.0,0.6818182
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,2.0,13140010.0,1.0,0.6818182
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,2.0,13140010.0,1.0,0.6818182
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,control,0.0,0.0,1.0,2.0,13140010.0,0.0,0.6818182
22.0,0.0,1.0,320000.0,0.0,0.4,26.0,48.0,0.0,0.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,2.0,13140010.0,0.0,0.6818182
25.0,0.0,1.0,0.0,150000.0,18.5,22.0,30.0,0.0,0.0,11.0,1.0,23.0,0.0,1.0,50000.0,0.0,22.0,20.0,0.0,0.0,11.0,control,0.0,1.0,1.0,2.0,13140010.0,1.0,0.6818182
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,2.0,13140010.0,1.0,0.6818182
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,2.0,13140010.0,1.0,0.6818182
20.0,0.0,1.0,350000.0,0.0,5.2,26.0,60.0,0.0,0.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,2.0,13140010.0,0.0,0.6818182
24.0,1.0,1.0,408000.0,0.0,13.166667,30.0,56.0,0.0,1.0,11.0,1.0,23.0,1.0,1.0,0.0,0.0,24.0,48.0,0.0,1.0,11.0,selected,1.0,0.0,1.0,3.0,93620005.0,0.0,0.6666667
25.0,1.0,1.0,156000.0,0.0,12.733334,15.0,32.0,0.0,0.0,11.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,3.0,63520505.0,1.0,0.6666667
20.0,0.0,1.0,408000.0,0.0,13.133333,26.0,48.0,1.0,1.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,3.0,93620005.0,0.0,0.6666667
24.0,0.0,1.0,408000.0,0.0,13.166667,30.0,84.0,1.0,1.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,3.0,63110010.0,0.0,0.6666667
21.0,1.0,1.0,408000.0,0.0,3.4666667,20.0,60.0,1.0,1.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,3.0,93620005.0,0.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,3.0,13140010.0,1.0,0.6666667
20.0,0.0,1.0,0.0,100000.0,10.833333,30.0,48.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,3.0,63520505.0,1.0,0.6666667
24.0,0.0,1.0,145000.0,0.0,0.16666667,12.0,20.0,0.0,1.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,3.0,66210010.0,0.0,0.6666667
21.0,0.0,1.0,408000.0,0.0,5.866667,30.0,60.0,0.0,1.0,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,3.0,63520505.0,0.0,0.6666667
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,3.0,13140010.0,1.0,0.6666667
23.0,0.0,1.0,160000.0,0.0,10.1,26.0,72.0,0.0,0.0,11.0,1.0,22.0,0.0,1.0,136000.0,0.0,17.0,64.0,0.0,0.0,11.0,control,1.0,1.0,1.0,3.0,63110010.0,1.0,0.6666667
22.0,0.0,1.0,0.0,100000.0,87.333336,26.0,56.0,0.0,0.0,5.0,1.0,20.0,0.0,1.0,320000.0,0.0,26.0,60.0,0.0,0.0,11.0,control,0.0,1.0,1.0,3.0,63520505.0,0.0,0.6666667
23.0,1.0,1.0,0.0,300000.0,16.033333,8.0,20.0,0.0,0.0,5.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,3.0,66210010.0,1.0,0.6666667
24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,3.0,13140010.0,1.0,0.6666667
25.0,0.0,1.0,408000.0,0.0,2.5,26.0,48.0,0.0,0.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,3.0,93620005.0,0.0,0.6666667
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,24.0,0.0,1.0,358000.0,0.0,26.0,48.0,1.0,1.0,11.0,selected,0.0,1.0,1.0,3.0,63110010.0,1.0,0.6666667
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,24.0,1.0,1.0,0.0,200000.0,30.0,21.0,0.0,0.0,10.0,control,0.0,0.0,1.0,3.0,93620005.0,1.0,0.6666667
21.0,0.0,1.0,380000.0,0.0,0.53333336,25.0,66.0,0.0,0.0,11.0,1.0,20.0,0.0,1.0,340000.0,0.0,30.0,70.0,0.0,0.0,11.0,control,1.0,1.0,1.0,3.0,63110010.0,0.0,0.6666667
22.0,0.0,1.0,0.0,50000.0,18.366667,4.0,4.0,0.0,0.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,3.0,66210010.0,1.0,0.6666667
21.0,0.0,1.0,280000.0,0.0,43.533333,15.0,45.0,0.0,0.0,11.0,1.0,19.0,0.0,1.0,0.0,150000.0,20.0,27.0,0.0,0.0,11.0,control,1.0,0.0,1.0,3.0,93620005.0,0.0,0.6666667
25.0,1.0,1.0,420000.0,0.0,12.166667,28.0,48.0,1.0,1.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,3.0,93620005.0,0.0,0.6666667
24.0,0.0,1.0,200000.0,0.0,8.9,26.0,40.0,0.0,0.0,11.0,1.0,22.0,0.0,1.0,200000.0,0.0,30.0,72.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,3.0,66210010.0,1.0,0.6666667
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,3.0,66210010.0,1.0,0.6666667
25.0,0.0,1.0,260000.0,0.0,0.0,16.0,84.0,0.0,0.0,11.0,1.0,23.0,0.0,1.0,300000.0,0.0,26.0,42.0,0.0,0.0,11.0,control,1.0,1.0,1.0,3.0,63110010.0,1.0,0.6666667
27.0,0.0,1.0,408000.0,0.0,13.3,30.0,48.0,1.0,1.0,11.0,1.0,25.0,0.0,1.0,225000.0,0.0,20.0,28.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,3.0,93620005.0,0.0,0.6666667
20.0,0.0,1.0,180000.0,0.0,5.8,20.0,20.0,1.0,1.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,3.0,13140010.0,1.0,0.6666667
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,3.0,63110010.0,1.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,selected,0.0,0.0,1.0,3.0,63520505.0,1.0,0.6666667
21.0,0.0,1.0,200000.0,0.0,2.0666666,26.0,90.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,3.0,63110010.0,1.0,0.6666667
23.0,1.0,1.0,408000.0,0.0,14.733334,30.0,56.0,1.0,1.0,11.0,1.0,22.0,1.0,1.0,358000.0,0.0,30.0,63.0,1.0,1.0,11.0,control,1.0,1.0,1.0,3.0,93620005.0,0.0,0.6666667
25.0,0.0,1.0,0.0,200000.0,31.3,30.0,56.0,0.0,0.0,11.0,1.0,23.0,0.0,1.0,200000.0,0.0,15.0,48.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,3.0,63110010.0,0.0,0.6666667
21.0,0.0,1.0,50000.0,0.0,3.0,20.0,25.0,1.0,0.0,11.0,1.0,19.0,0.0,1.0,150000.0,0.0,20.0,30.0,1.0,0.0,11.0,control,1.0,1.0,1.0,3.0,66210010.0,1.0,0.6666667
23.0,0.0,1.0,800000.0,0.0,12.566667,29.0,70.0,0.0,0.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,3.0,13140010.0,0.0,0.6666667
27.0,0.0,1.0,0.0,180000.0,6.133333,30.0,42.0,0.0,0.0,11.0,1.0,25.0,0.0,1.0,350000.0,0.0,30.0,84.0,0.0,0.0,11.0,control,0.0,1.0,1.0,3.0,13140010.0,0.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,1.0,520000.0,0.0,30.0,70.0,0.0,0.0,11.0,control,0.0,1.0,1.0,3.0,13140010.0,1.0,0.6666667
24.0,0.0,1.0,408000.0,0.0,9.9,26.0,60.0,1.0,1.0,11.0,1.0,23.0,0.0,1.0,140000.0,0.0,20.0,28.0,0.0,0.0,11.0,control,1.0,1.0,1.0,3.0,93620005.0,0.0,0.6666667
23.0,1.0,1.0,250000.0,0.0,1.0,26.0,48.0,0.0,0.0,8.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,control,1.0,0.0,1.0,3.0,66210010.0,1.0,0.6666667
21.0,1.0,1.0,381500.0,0.0,4.6,26.0,66.0,1.0,1.0,11.0,1.0,20.0,0.0,1.0,200000.0,0.0,26.0,66.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,3.0,13140010.0,0.0,0.6666667
25.0,1.0,1.0,408000.0,0.0,14.933333,26.0,48.0,1.0,1.0,11.0,1.0,23.0,0.0,1.0,300000.0,0.0,30.0,48.0,0.0,0.0,11.0,control,1.0,1.0,1.0,3.0,63520505.0,0.0,0.6666667
24.0,0.0,1.0,200000.0,0.0,0.53333336,30.0,98.0,0.0,0.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,3.0,13140010.0,1.0,0.6666667
20.0,0.0,1.0,240000.0,0.0,2.8333333,16.0,42.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,3.0,63520505.0,1.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,3.0,13140010.0,1.0,0.6666667
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,selected,0.0,0.0,1.0,3.0,63520505.0,1.0,0.6666667
21.0,0.0,1.0,0.0,240000.0,26.8,30.0,21.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,3.0,66210010.0,0.0,0.6666667
24.0,0.0,1.0,200000.0,0.0,27.3,25.0,60.0,0.0,0.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,3.0,13140010.0,0.0,0.6666667
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,3.0,63520505.0,1.0,0.6666667
22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,4.0,33140005.0,1.0,0.6666667
24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,4.0,63110005.0,1.0,0.6666667
26.0,1.0,1.0,0.0,0.0,5.6,15.0,40.0,0.0,0.0,11.0,1.0,25.0,1.0,1.0,30000.0,0.0,22.0,18.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,4.0,33140005.0,1.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,4.0,63110005.0,1.0,0.6666667
22.0,1.0,1.0,200000.0,0.0,4.5666666,26.0,48.0,0.0,1.0,11.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,4.0,33140005.0,1.0,0.6666667
21.0,1.0,1.0,370000.0,0.0,1.4333333,20.0,30.0,0.0,0.0,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,4.0,33140005.0,0.0,0.6666667
25.0,0.0,1.0,360000.0,0.0,0.0,28.0,48.0,0.0,0.0,11.0,1.0,23.0,0.0,1.0,180000.0,0.0,30.0,64.0,0.0,0.0,11.0,control,1.0,1.0,1.0,4.0,63110005.0,1.0,0.6666667
21.0,0.0,1.0,0.0,120000.0,3.0,20.0,64.0,0.0,0.0,11.0,1.0,20.0,0.0,1.0,180000.0,0.0,15.0,16.0,0.0,1.0,11.0,selected,0.0,1.0,1.0,4.0,63110005.0,0.0,0.6666667
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,1.0,120000.0,0.0,12.0,36.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,4.0,33140005.0,1.0,0.6666667
25.0,1.0,1.0,700000.0,0.0,7.733333,30.0,98.0,0.0,0.0,11.0,1.0,24.0,1.0,1.0,358000.0,0.0,22.0,20.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,4.0,33140005.0,0.0,0.6666667
20.0,0.0,1.0,408000.0,0.0,8.966666,30.0,56.0,1.0,1.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,4.0,63110005.0,0.0,0.6666667
23.0,1.0,1.0,0.0,200000.0,31.266666,30.0,60.0,0.0,0.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,4.0,63110005.0,0.0,0.6666667
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,22.0,0.0,1.0,0.0,100000.0,10.0,5.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,4.0,33140005.0,1.0,0.6666667
23.0,0.0,1.0,360000.0,0.0,13.033334,26.0,54.0,1.0,1.0,11.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,5.0,83220005.0,0.0,0.667023
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,5.0,33140005.0,1.0,0.667023
23.0,0.0,1.0,120000.0,0.0,9.6,26.0,36.0,0.0,0.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,5.0,33160005.0,1.0,0.667023
24.0,0.0,1.0,0.0,300000.0,30.033333,28.0,48.0,0.0,0.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,5.0,64330010.0,0.0,0.667023
25.0,0.0,1.0,400000.0,0.0,1.5333333,26.0,48.0,1.0,1.0,11.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,5.0,84210330.0,0.0,0.667023
20.0,0.0,1.0,120000.0,0.0,2.0666666,8.0,22.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,5.0,33160005.0,1.0,0.667023
25.0,0.0,1.0,240000.0,0.0,0.8333333,26.0,48.0,0.0,0.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,5.0,13120005.0,1.0,0.667023
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,5.0,83220005.0,0.0,0.667023
20.0,0.0,1.0,400000.0,0.0,10.433333,26.0,66.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,5.0,93710505.0,0.0,0.667023
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,5.0,13420005.0,1.0,0.667023
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,5.0,13120005.0,1.0,0.667023
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,1.0,0.0,60000.0,18.0,16.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,5.0,83520025.0,0.0,0.667023
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,5.0,33140005.0,0.0,0.667023
