age_s,dmarried_s,empl_06,salary_06,profit_06,days_06,hours_06,contract_06,dformal_06,educ_s,age_lb,dmarried_lb,empl_04,salary_04,profit_04,days_04,hours_04,contract_04,dformal_04,select,pempl_06,pempl_04,dcontinue,codigo_ecap,codigo_curs,dwomen,p_selecap,select_dwomen,city_1_0,city_2_0,city_3_0,city_4_0,city_5_0,city_6_0,city_7_0,educ_lb_0_0,educ_lb_2_0,educ_lb_3_0,educ_lb_4_0,educ_lb_5_0,educ_lb_6_0,educ_lb_7_0,educ_lb_8_0,educ_lb_9_0,educ_lb_10_0,educ_lb_11_0,educ_lb_12_0,educ_lb_13_0,educ_lb_14_0,educ_lb_16_0
22.0,0.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,8.0,0.09090909090909083,0.0,1.0,0.0,0.0,0.8666666666666667,0.40336134453781514,0.0,0.0,0,1.0,0.0,1.0,20.0,53530030.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.09090909090909083,0.0,1.0,0.0,0.10666666666666666,0.26666666666666666,0.10084033613445378,0.0,0.0,0,0.0,0.0,1.0,20.0,53530030.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,20.0,53530030.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,20.0,13710005.0,1.0,0.75577325,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.18181818181818188,0.0,1.0,0.358,0.0,0.8666666666666667,0.40336134453781514,1.0,0.0,0,0.0,1.0,1.0,33.0,63220205.0,1.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,1.0,408.0,0.0,26.0,48.0,0.0,1.0,9.0,0.18181818181818188,0.0,1.0,0.0,0.07777777777777778,0.8,0.47058823529411764,0.0,0.0,0,1.0,0.0,1.0,20.0,53530030.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,20.0,53530030.0,1.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24.0,0.0,1.0,408.0,0.0,28.0,48.0,1.0,1.0,11.0,0.45454545454545436,0.0,1.0,0.3,0.0,0.8666666666666667,0.40336134453781514,0.0,0.0,1,1.0,1.0,1.0,20.0,13710005.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,480.0,0.0,26.0,66.0,0.0,1.0,5.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,20.0,63420040.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,0.0,1.0,270.0,0.0,26.0,48.0,0.0,0.0,11.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,20.0,63720005.0,1.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.09090909090909083,0.0,1.0,0.09999999999999999,0.0,0.6666666666666666,0.21008403361344538,0.0,0.0,0,0.0,1.0,1.0,20.0,33140020.0,1.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,408.0,0.0,28.0,84.0,0.0,1.0,11.0,0.18181818181818188,0.0,1.0,0.358,0.0,0.8666666666666667,0.40336134453781514,1.0,0.0,0,1.0,1.0,1.0,20.0,63220030.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5454545454545452,1.0,1.0,0.24,0.0,0.8,0.40336134453781514,1.0,1.0,0,0.0,1.0,1.0,20.0,13120040.0,1.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,0.0,1.0,500.0,0.0,26.0,60.0,0.0,0.0,9.0,0.45454545454545436,0.0,1.0,0.0,0.4222222222222222,0.8666666666666667,0.453781512605042,0.0,0.0,0,1.0,0.0,1.0,20.0,63420040.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.36363636363636354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,20.0,63720005.0,1.0,0.75577325,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,360.0,0.0,22.0,20.0,0.0,0.0,11.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,20.0,63240050.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,300.0,0.0,26.0,60.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,20.0,13120040.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.0,1.0,360.0,0.0,30.0,98.0,0.0,0.0,11.0,0.36363636363636354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,20.0,33140020.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,1.0,408.0,0.0,24.0,54.0,0.0,0.0,5.0,0.18181818181818188,0.0,1.0,0.19999999999999998,0.0,0.16666666666666666,0.3361344537815126,0.0,0.0,0,1.0,1.0,1.0,20.0,53530030.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0,0.0,1.0,381.5,0.0,26.0,48.0,0.0,0.0,11.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,20.0,13710005.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.0,1.0,408.0,0.0,26.0,48.0,0.0,0.0,9.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,20.0,33140020.0,1.0,0.75577325,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,1.0,1.0,408.0,0.0,26.0,80.0,1.0,1.0,11.0,0.36363636363636354,1.0,1.0,0.0,0.0,0.8,0.06722689075630252,0.0,0.0,1,1.0,0.0,1.0,20.0,13710005.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0.0,1.0,440.0,0.0,26.0,48.0,0.0,0.0,11.0,0.5454545454545452,0.0,1.0,0.144,0.0,0.5,0.453781512605042,0.0,0.0,1,1.0,1.0,1.0,20.0,63220030.0,1.0,0.75577325,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,300.0,0.0,26.0,68.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,20.0,13120040.0,0.0,0.75577325,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,1.0,460.0,0.0,20.0,35.0,1.0,1.0,11.0,0.2727272727272727,0.0,1.0,0.15,0.0,0.13333333333333333,0.06722689075630252,0.0,0.0,1,1.0,1.0,1.0,20.0,13510005.0,1.0,0.75577325,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,408.0,0.0,26.0,64.0,1.0,1.0,11.0,0.0,0.0,1.0,0.39999999999999997,0.0,0.8666666666666667,0.40336134453781514,0.0,0.0,1,1.0,1.0,1.0,21.0,93510030.0,1.0,0.74766356,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,0.0,1.0,350.0,0.0,26.0,54.0,0.0,0.0,6.0,0.45454545454545436,0.0,1.0,0.3,0.0,0.8666666666666667,0.5042016806722689,0.0,0.0,0,1.0,1.0,1.0,21.0,93510030.0,1.0,0.74766356,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,21.0,93510030.0,1.0,0.74766356,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0,0.0,1.0,390.0,0.0,26.0,60.0,1.0,1.0,7.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27.0,1.0,1.0,500.0,0.0,30.0,84.0,0.0,0.0,9.0,0.5454545454545452,1.0,1.0,0.0,0.0,0.9333333333333333,0.6050420168067226,0.0,0.0,0,1.0,0.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,0.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,11.0,0.36363636363636354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,1.0,480.0,0.0,26.0,54.0,0.0,0.0,7.0,0.2727272727272727,0.0,1.0,0.3815,0.0,0.8666666666666667,0.40336134453781514,0.0,0.0,0,1.0,1.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.0,1.0,1.0,350.0,0.0,22.0,48.0,1.0,1.0,11.0,0.36363636363636354,1.0,1.0,0.358,0.0,1.0,0.7058823529411764,1.0,1.0,0,1.0,1.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,1.0,315.0,0.0,24.0,70.0,0.0,0.0,7.0,0.18181818181818188,0.0,1.0,0.15,0.0,1.0,0.7731092436974789,0.0,0.0,0,1.0,1.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,1.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,11.0,0.45454545454545436,1.0,1.0,0.358,0.0,0.8666666666666667,0.38655462184873945,1.0,1.0,1,1.0,1.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,408.0,0.0,20.0,48.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,1.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,11.0,0.5454545454545452,1.0,1.0,0.358,0.0,1.0,0.8067226890756303,1.0,1.0,0,1.0,1.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,1.0,1200.0,0.0,16.0,48.0,1.0,1.0,5.0,0.36363636363636354,0.0,1.0,0.0,0.38888888888888884,0.8666666666666667,0.40336134453781514,0.0,0.0,1,1.0,0.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.0,1.0,300.0,0.0,26.0,48.0,1.0,1.0,11.0,0.18181818181818188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,300.0,0.0,30.0,77.0,0.0,0.0,5.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,22.0,83310020.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.0,0.0,1.0,408.0,0.0,28.0,48.0,1.0,1.0,11.0,0.18181818181818188,0.0,1.0,0.5,0.0,0.6666666666666666,0.1680672268907563,0.0,0.0,1,1.0,1.0,1.0,23.0,13150005.0,0.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2727272727272727,1.0,1.0,0.358,0.0,1.0,0.7058823529411764,1.0,1.0,1,0.0,1.0,1.0,23.0,13150005.0,1.0,0.7751196,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,1200.0,0.0,22.0,35.0,0.0,0.0,11.0,0.5454545454545452,0.0,1.0,0.39999999999999997,0.0,1.0,0.6470588235294117,0.0,0.0,1,1.0,1.0,1.0,23.0,13120005.0,1.0,0.7751196,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,360.0,0.0,26.0,48.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,23.0,13120005.0,0.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.09090909090909083,0.0,1.0,0.25,0.0,1.0,0.3361344537815126,0.0,0.0,1,0.0,1.0,1.0,23.0,13120005.0,0.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0.0,1.0,408.0,0.0,30.0,84.0,1.0,1.0,11.0,0.5454545454545452,0.0,1.0,0.6,0.0,1.0,0.5294117647058824,0.0,0.0,0,1.0,1.0,1.0,23.0,13120005.0,1.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,420.0,0.0,30.0,84.0,0.0,0.0,11.0,0.09090909090909083,0.0,1.0,0.25,0.0,1.0,0.7058823529411764,0.0,0.0,0,1.0,1.0,1.0,23.0,13120005.0,1.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,381.5,0.0,24.0,48.0,0.0,1.0,11.0,0.09090909090909083,0.0,1.0,0.12,0.0,0.26666666666666666,0.20168067226890757,0.0,0.0,0,1.0,1.0,1.0,23.0,13120005.0,1.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,400.0,0.0,26.0,48.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,23.0,13150005.0,0.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,11.0,0.2727272727272727,1.0,1.0,0.3815,0.0,1.0,0.47058823529411764,1.0,1.0,1,1.0,1.0,1.0,23.0,13120005.0,1.0,0.7751196,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,1.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,11.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,23.0,13150005.0,1.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,408.0,0.0,24.0,72.0,1.0,1.0,11.0,0.09090909090909083,0.0,1.0,0.36,0.0,0.6666666666666666,0.3361344537815126,0.0,0.0,1,1.0,1.0,1.0,23.0,13120005.0,0.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,23.0,13120005.0,1.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,0.0,1.0,120.0,0.0,26.0,48.0,0.0,0.0,11.0,0.45454545454545436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,23.0,13150005.0,1.0,0.7751196,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.6363636363636365,0.0,1.0,0.48,0.0,0.8,0.47058823529411764,0.0,0.0,0,0.0,1.0,1.0,23.0,13150005.0,1.0,0.7751196,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22.0,1.0,1.0,160.0,0.0,22.0,45.0,0.0,0.0,8.0,0.18181818181818188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,24.0,13410105.0,1.0,0.7837838,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20.0,0.0,1.0,520.0,0.0,24.0,44.0,1.0,1.0,11.0,0.0,0.0,1.0,0.358,0.0,0.6666666666666666,0.3361344537815126,0.0,0.0,1,1.0,1.0,1.0,24.0,13410105.0,0.0,0.7837838,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0.0,1.0,110.0,0.0,6.0,12.0,0.0,0.0,11.0,0.5454545454545452,0.0,1.0,0.18,0.0,0.7333333333333333,0.3361344537815126,0.0,0.0,1,1.0,1.0,1.0,24.0,13410105.0,1.0,0.7837838,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0.0,1.0,408.0,0.0,26.0,48.0,0.0,0.0,11.0,0.45454545454545436,0.0,1.0,0.0,0.0,1.0,0.3529411764705882,0.0,0.0,0,1.0,0.0,1.0,24.0,13410105.0,1.0,0.7837838,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,0.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,11.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,24.0,13410105.0,1.0,0.7837838,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.0,1.0,360.0,0.0,30.0,84.0,0.0,0.0,9.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,25.0,63110005.0,1.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.0,1.0,408.0,0.0,26.0,54.0,1.0,1.0,11.0,0.36363636363636354,0.0,1.0,0.44999999999999996,0.0,0.8666666666666667,0.453781512605042,0.0,1.0,1,1.0,1.0,1.0,25.0,93820005.0,0.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.0,1.0,1.0,0.0,150000.0,26.0,30.0,0.0,0.0,11.0,0.7272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,25.0,63110005.0,1.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,1.0,450.0,0.0,24.0,48.0,1.0,1.0,11.0,0.18181818181818188,0.0,1.0,0.18,0.0,0.3,0.13445378151260504,0.0,0.0,1,1.0,1.0,1.0,25.0,13120040.0,1.0,0.78303427,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,1.0,1.0,400.0,0.0,30.0,65.0,1.0,1.0,6.0,0.36363636363636354,0.0,1.0,0.12,0.0,0.8666666666666667,0.6050420168067226,0.0,0.0,0,1.0,1.0,1.0,25.0,13410005.0,1.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,0.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,11.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,25.0,93820005.0,1.0,0.78303427,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,580.0,0.0,20.0,47.0,1.0,1.0,11.0,0.18181818181818188,0.0,1.0,0.256,0.0,1.0,0.3529411764705882,1.0,1.0,1,1.0,1.0,1.0,25.0,13410005.0,1.0,0.78303427,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,200.0,0.0,20.0,49.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,25.0,63110005.0,1.0,0.78303427,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,408.0,0.0,22.0,40.0,1.0,1.0,11.0,0.18181818181818188,0.0,1.0,0.12,0.0,0.26666666666666666,0.13445378151260504,0.0,0.0,1,1.0,1.0,1.0,25.0,93820005.0,0.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,25.0,13120040.0,1.0,0.78303427,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,1.0,0.0,96000.0,8.0,24.0,0.0,0.0,11.0,0.2727272727272727,0.0,1.0,0.3,0.0,0.8,0.42016806722689076,0.0,0.0,1,0.0,1.0,1.0,25.0,93820005.0,1.0,0.78303427,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0.0,1.0,650.0,0.0,30.0,74.0,0.0,1.0,11.0,0.5454545454545452,0.0,1.0,0.0,0.3333333333333333,0.8666666666666667,0.25210084033613445,0.0,0.0,0,1.0,0.0,1.0,25.0,93820005.0,0.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,240.0,0.0,22.0,40.0,0.0,0.0,5.0,0.5454545454545452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,25.0,63110005.0,0.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23.0,0.0,1.0,408.0,0.0,26.0,48.0,1.0,1.0,11.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,25.0,63110005.0,0.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.0,1.0,250.0,0.0,20.0,24.0,0.0,0.0,11.0,0.18181818181818188,0.0,1.0,0.39999999999999997,0.0,0.6666666666666666,0.29411764705882354,1.0,1.0,1,1.0,1.0,1.0,25.0,93820005.0,1.0,0.78303427,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,381.5,0.0,30.0,70.0,0.0,1.0,11.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,25.0,13120040.0,1.0,0.78303427,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,25.0,13410005.0,0.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,1.0,408.0,0.0,26.0,48.0,0.0,1.0,11.0,0.2727272727272727,0.0,1.0,0.358,0.0,1.0,0.6386554621848739,0.0,0.0,1,1.0,1.0,1.0,25.0,13410005.0,0.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,408.0,0.0,20.0,84.0,1.0,1.0,11.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,25.0,93820005.0,0.0,0.78303427,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,1.0,408.0,0.0,20.0,40.0,1.0,1.0,11.0,0.36363636363636354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,26.0,13530005.0,1.0,0.754717,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,1.0,900.0,0.0,20.0,50.0,0.0,0.0,10.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,26.0,13620010.0,0.0,0.754717,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
